Fuente/Origen,Titulo_URL,Precio,Latitud,Longitud,Dirección,Barrio/Zona,Provincia,Tipología/Producto,google_maps,Fecha de publicación,Vendedor,m2 totales,m2 cubiertos,Dormitorios,Baños
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-anisacate-2-dorm-gran-parque-56932208.html,95000,-31.7141127,-64.3911912,Vélez Sarsfield 9900,Alta Gracia,Córdoba,Casa,"https://maps.google.com/?q=-31.7141127,-64.3911912",14-08-2025,RE/MAX ACTIVO,130,130,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-duplex-3-dorm.-colinas-de-manantiales-56924807.html,169000,-31.4725042,-64.2739625,Manzana 82 0,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4725042,-64.2739625",14-08-2025,Remax Boulevard,180,130,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-gran-porpiedad-con-3-departamentos-56925634.html,80000,-31.39839243,-64.20450926,Lucas Caligniana 925,Alberdi,Córdoba,Casa,"https://maps.google.com/?q=-31.398392434687068,-64.20450925827028",14-08-2025,tasadores.com.ar,240,200,7,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-depto-barrio-los-naranjos-cordoba-56973994.html,161999,-31.430036,-64.2225709,Gilardo Gilardi 1700,Los Naranjos,Córdoba,Casa,"https://maps.google.com/?q=-31.430036,-64.2225709",25-08-2025,Remax Boulevard,312,286,5,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-vendo-exc-duplex-3dorm-b-sta.-isabel-1-secc.-56974294.html,68000,-31.4750315,-64.2330013,Cleveland al 5465,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4750315,-64.2330013",20-08-2025,SanRey Bienes Raíces,120,115,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-2-dorm-san-lorenzo-con-depto-1-dorm-56972581.html,40000,-31.4539642,-64.1112399,Juan Seguí 4600,San Lorenzo,Córdoba,Casa,"https://maps.google.com/?q=-31.4539642,-64.1112399",20-08-2025,RE/MAX ACTIVO,284,247,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-venta-dos-dorm-zona-sur-apto-credito-56971251.html,56990,-31.4637251,-64.2123532,Pozo de Vargas 800,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4637251,-64.2123532",20-08-2025,REMAX JARDIN,120,70,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-la-morada-3-dorm-central-56969878.html,295000,-31.3020986,-64.2624812,Córdoba 0,La Morada,Córdoba,Casa,"https://maps.google.com/?q=-31.3020986,-64.2624812",25-08-2025,RE/MAX ULTRA,250,250,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-de-casa-3-dorm.-barrio-liceo-cordoba-56972784.html,72000,-31.3529304,-64.1666552,Miguel Cane 4700,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.3529304,-64.1666552",20-08-2025,Remax Boulevard,260,159,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-juniors-4-dorm.-quincho-56970790.html,190000,-31.4181445,-64.1664704,Da. Leonor de Tejeda 1200,Juniors,Córdoba,Casa,"https://maps.google.com/?q=-31.4181445,-64.1664704",31-08-2025,RE/MAX ACTIVO,379,378,4,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-duplex-4-dorm.-cocheras-villa-belgrano-gran-56971110.html,180000,-31.3461822,-64.2748238,Curaquen al 6000,Villa Belgrano,Córdoba,Casa,"https://maps.google.com/?q=-31.3461822,-64.2748238",20-08-2025,VERANDER PROPIEDADES,700,155,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-se-vende-hermosa-y-amplia-propiedad-en-b-terrazas-de-56971046.html,230000,-31.2958149,-64.3061214,"Vilcapugio 379, Villa Allende, Córdoba",Terrazas de la Villa,Córdoba,Casa,"https://maps.google.com/?q=-31.2958149,-64.3061214",27-08-2025,Molina-Prosdocimo,1574,324,4,4
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-en-venta-colinas-de-manantiales-56969851.html,165000,-31.47598076,-64.26478577,Terrazas De Manantiales Manzana 20 Lote 11 Lote / N° 34,Terrazas de Manantiales,Córdoba,Casa,"https://maps.google.com/?q=-31.47598076,-64.26478577",20-08-2025,Irene Polimandi Negocios Inmobiliarios,160,142,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-3-dorm.-barrio-arguello-norte-56970691.html,150000,-31.3322722,-64.2674718,Matacos 7700,Argüello Norte,Córdoba,Casa,"https://maps.google.com/?q=-31.3322722,-64.2674718",22-08-2025,RE/MAX Cumbre,166,166,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-planta-baja-quebradas-de-manantiales-3-56968929.html,220000,-31.4687918,-64.2725475,Quebradas de Manantiales,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4687918,-64.2725475",21-08-2025,Marull Inmobiliaria,301,170,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-barrio-quebrada-de-las-rosas-apta-credito-56968099.html,130000,-31.396176,-64.2577705,Caseros 5700,Quebrada de las Rosas,Córdoba,Casa,"https://maps.google.com/?q=-31.396176,-64.2577705",20-08-2025,RE/MAX ULTRA,171,171,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-2-en-1-en-general-pueyrredon:-depto-tipo-casa-segundo-56971362.html,85000,-31.400251,-64.1655846,Padre Luis Monti 1752,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.400251,-64.16558460000002",29-08-2025,Sinergia Red Inmobiliaria,395,180,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-en-venta-casa-en-cordoba-capital-b-ituzaingo-ref:-56878277.html,43000,-31.4650594,-64.0921355,Impecable A Pocos Metros DE Zona Comercial,Ituzaingó,Córdoba,Casa,"https://maps.google.com/?q=-31.4650594,-64.0921355",20-08-2025,cecilia soledad Heredia,250,145,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-dos-plantas-ingresos-independientes-56966161.html,69700,-32.5175643,-59.1041758,Entre Ríos 3300,San Vicente,Córdoba,Casa,"https://maps.google.com/?q=-32.5175643,-59.1041758",20-08-2025,Remax Palace,429,182,4,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-chalet-y-dpto-a-700-m-del-centro.-b-residencial-56968605.html,130000,-31.4221934,-64.4919324,"Los Carolinos, Villa Carlos Paz",Villa Carlos Paz,Córdoba,Casa,"https://maps.google.com/?q=-31.4221934,-64.4919324",20-08-2025,Castro y Lozita Bienes Raíces,487,125,4,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-a-la-venta-en-barruio-yofre-sud-cordoba-capital.-56966640.html,55000,-31.39229093,-64.13849815,NORBERTO ZAVALIA 800,Yofre Sud,Córdoba,Casa,"https://maps.google.com/?q=-31.392290934096177,-64.13849814788513",25-08-2025,Sanchez-Berenguez Servicios Inmobiliarios,248,154,4,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta!-56969296.html,120000,-31.40278205,-64.47816904,Gobernador Alvarez,Santa Rita del Lago,Córdoba,Casa,"https://maps.google.com/?q=-31.402782050294633,-64.47816903972772",22-08-2025,CONFORTI PROPIEDADES,250,100,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-venta-3-dorm.-zona-sur-ipona-56971659.html,69000,-31.4450532,-64.1932141,Carlos Ibarguren 2900,Iponá,Córdoba,Casa,"https://maps.google.com/?q=-31.4450532,-64.1932141",20-08-2025,REMAX JARDIN,117,117,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-con-pileta-apta-credito-b-los-platanos-3-dorm-56973990.html,115000,-31.4275555,-64.2310832,Raúl Hugo Espoile 3200,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4275555,-64.2310832",28-08-2025,RE/MAX MEDITERRÁNEA II,187,187,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-duplex-en-docta-cordoba-etapa-3-2-dorm.-en-57024601.html,122000,-31.4586467,-64.3068094,"Docta, Córdoba",DOCTA,Córdoba,Casa,"https://maps.google.com/?q=-31.4586467,-64.30680939999999",27-08-2025,FOCUS INVERSIONES INMOBILIARIAS,180,90,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-duplex-en-docta-cordoba-2-dorm.-en-pozo-57026258.html,130000,-31.4586467,-64.3068094,"Docta, Córdoba",DOCTA,Córdoba,Casa,"https://maps.google.com/?q=-31.4586467,-64.30680939999999",27-08-2025,FOCUS INVERSIONES INMOBILIARIAS,180,80,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-century-21-iribarren-ofrece-en-venta-casa-dpto-en-57022948.html,136000,-31.378,-64.183,Espinel 640 640,Alta Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.378,-64.183",29-08-2025,C21 IRIBARREN,400,193,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-oportunidad-en-lomas-de-la-carolina-casa-con-pileta-57023554.html,480000,-31.3630085,-64.3090504,Av Ejercito Argentino  al 9500,Lomas de la Carolina,Córdoba,Casa,"https://maps.google.com/?q=-31.3630085,-64.3090504",28-08-2025,Jose Diehl Espacios Inmobiliarios,1950,330,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-a-estrenar-en-campo-chico-3-dorm.-cochera-57025837.html,245000,-31.501311,-64.165647,Campo Chico,Campo Chico Urbanización Residencial,Córdoba,Casa,"https://maps.google.com/?q=-31.501311,-64.16564699999999",27-08-2025,Maria Victoria,180,180,1,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-gran-casa-familiar-de-3-dorm-en-zona-sur-57025252.html,77000,-31.4773387,-64.227626,El Arañado 1638,Santa Isabel,Córdoba,Casa,"https://maps.google.com/?q=-31.47733869999999,-64.227626",27-08-2025,Paola Calderon,300,199,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-b-san-salvador-manuel-corvalan-100-hermosa-casa-4-57022110.html,280000,-31.3999365,-64.2318624,MANUEL CORBALAN 81,San Salvador,Córdoba,Casa,"https://maps.google.com/?q=-31.3999365,-64.2318624",27-08-2025,D. LATELLA FRIAS BIENES RAICES S.R.,586,287,4,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcapa-oportunidad-inversion-3-propiedades-juntas-al-precio-57026615.html,96000,-31.3775375,-64.1458218,Mariano Usandivaras 1931,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.3775375,-64.1458218",27-08-2025,elena moroz,320,272,5,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-country-san-isidro-con-gran-parque-y-pileta-57019089.html,330000,-31.3043369,-64.2461224,San Isidro | Villa Allende | Colon,San Isidro,Córdoba,Casa,"https://maps.google.com/?q=-31.3043369,-64.2461224",27-08-2025,INMONEGOCIOS - CPI 5021,1200,300,4,4
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-duplex-en-docta-cordoba-etapa-3-3-dorm.-en-57025522.html,169000,-31.4586467,-64.3068094,"Docta, Córdoba",DOCTA,Córdoba,Casa,"https://maps.google.com/?q=-31.4586467,-64.30680939999999",27-08-2025,FOCUS INVERSIONES INMOBILIARIAS,180,130,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-valle-escondido-el-prado-57023918.html,400000,-31.3760998,-64.2707203,Av. Mahatma Gandhi  al 1300,Valle Escondido,Córdoba,Casa,"https://maps.google.com/?q=-31.3760998,-64.2707203",27-08-2025,Gestión Inmobiliaria,740,308,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-de-2-dorm.-en-venta-docta-urbanizacion-57025361.html,150000,-31.4552216,-64.3098543,Docta Urbanización Inteligente 1,Docta Boulevard,Córdoba,Casa,"https://maps.google.com/?q=-31.4552216,-64.3098543",29-08-2025,LIZBA PROPIEDADES,180,90,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcapa-amplio-inmueble-en-alto-palermo-ideal-hostel-57024657.html,250000,-31.37269525,-64.22215625,Rodríguez del Busto & Filemon Posse,Alto Palermo,Córdoba,Casa,"https://maps.google.com/?q=-31.37269525401238,-64.22215624786779",27-08-2025,Forma Propiedades,350,350,5,5
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-vendo-casa-3-dorm.-b-santa-cecilia.-57021452.html,97000,-31.357131,-64.2283317,Manuel Pizarro 4776,Santa Cecilia,Córdoba,Casa,"https://maps.google.com/?q=-31.357131,-64.2283317",27-08-2025,Facundo Oliva Negocios Inmobiliarios,300,200,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-en-barrio-norte-1-57020851.html,110000,-31.30848503,-64.26006317,Mza L Lote 20 Lote / N° 0,Barrio Norte,Córdoba,Casa,"https://maps.google.com/?q=-31.30848503,-64.26006317",27-08-2025,JYS PUNTO INMOBILIARIA,180,88,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-y-apta-credito-en-villa-carlos-paz-57020227.html,95000,-31.4367981,-64.5056839,"Juan B Justo, Villa Carlos Paz  1000",Miguel Muñoz,Córdoba,Casa,"https://maps.google.com/?q=-31.4367981,-64.5056839",27-08-2025,Grupo Forte,443,111,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-2-dorm.-1-bano-local-cordoba-57020223.html,130000,-31.4143324,-64.2213234,Santa Ana y Pasaje Almirante Brown,Nueva Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4143324,-64.2213234",27-08-2025,Yacoub,210,118,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-costa-azul-57020862.html,235000,-31.392168,-64.4624352,"4 de Enero, X5152 Villa Carlos Paz, Córdoba",Costa Azul,Córdoba,Casa,"https://maps.google.com/?q=-31.392168,-64.4624352",27-08-2025,FERRER LANFRANCHI,158,158,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-de-3-dorm.-en-venta-b-parque-atlantica-57026638.html,70000,-31.45456123,-64.2126236,Paso De La Patria  1000,Parque Atlántica,Córdoba,Casa,"https://maps.google.com/?q=-31.45456123,-64.2126236",27-08-2025,Grupo Forte,112,107,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-3d-con-pileta-y-gran-terreno-57022199.html,155000,-31.420084,-64.18877411,Velez  300,Alto Alberdi,Córdoba,Casa,"https://maps.google.com/?q=-31.420084,-64.18877411",27-08-2025,GRUPO BANKER INVERSIONES INMOBILIARIAS,500,300,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-villa-catalina-de-categoria-3-dorm.-detalles-57022669.html,225000,-31.204653,-64.2900693,Manzana 28 Lote 68 - E53 - Villa Catalina,Villa Catalina,Córdoba,Casa,"https://maps.google.com/?q=-31.204653,-64.2900693",27-08-2025,Grupo Inova Negocios Inmobiliarios,476,225,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-villa-allende-57022658.html,110000,-31.3072812,-64.2878097,Unidad Nacional al 300,Villa Allende,Córdoba,Casa,"https://maps.google.com/?q=-31.3072812,-64.2878097",27-08-2025,Grupo Inova Negocios Inmobiliarios,584,149,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-3-dorm.-villa-azalais-oeste-57026486.html,60000,-31.3679905,-64.1748634,Emilio Ravignani 3400,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.3679905,-64.1748634",27-08-2025,RE/MAX Mediterránea,164,164,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-de-3-casas-en-un-mismo-terreno-en-zona-sur-57022066.html,87000,-31.4628561,-64.2050255,Viña del Mar 4500,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4628561,-64.2050255",27-08-2025,RE/MAX Cumbre,450,291,4,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta.-rogelio-martinez.-casa-3-dorm-2-banos.-patio-57018208.html,180000,-31.4379585,-64.1777843,GENARO PEREZ 2300,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4379585,-64.1777843",31-08-2025,EV BIENES RAICES,255,110,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-mas-duplex-en-venta-en-villa-belgrano-ambos-de-2-56917881.html,180000,-31.3476012,-64.2751108,Curaquen al 6000,Villa Belgrano,Córdoba,Casa,"https://maps.google.com/?q=-31.3476012,-64.2751108",21-08-2025,JB Srur,700,250,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-palmas-de-claret-2-dor-56917704.html,110000,-31.3524587,-64.2298682,Palmas de Claret,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.3524587,-64.2298682",13-08-2025,Inmobiliaria Moyano Bruno Roca,125,100,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-3-dorm.-alto-gral-paz-56920293.html,59900,-31.408943,-64.1542925,Pasaje Verón  al 2200,Altos de General Paz,Córdoba,Casa,"https://maps.google.com/?q=-31.408943,-64.1542925",19-08-2025,Loza-Ordano Inmuebles,120,76,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-3-dorm.-barrio-cerrado-la-deseada-la-56921910.html,690000,-31.354282,-64.322192,L 60 M 10 L 60 M 10,La Deseada Country,Córdoba,Casa,"https://maps.google.com/?q=-31.354282000331473,-64.322192",13-08-2025,Arribas Inmobilaria,1175,400,3,4
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-docta-casa-2-dorm-en-venta-lote-360-etapa-1-56921162.html,185000,-31.4055886,-64.209774,docta etapa 1 44,Docta Boulevard,Córdoba,Casa,"https://maps.google.com/?q=-31.40558859999999,-64.209774",13-08-2025,Zablosky Servicios Inmobiliarios,360,130,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-3-dorm-quincho-cerrado-calef.-central-56917168.html,305000,-31.3400288,-64.2612762,Arguello - José Wenceslao Agusti 7300,Argüello,Córdoba,Casa,"https://maps.google.com/?q=-31.3400288,-64.2612762",13-08-2025,Sebastián Menéndez Negocios Inmobiliarios,660,350,4,4
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-barrio-maipu-56917695.html,135000,-31.4348476,-64.1628108,Extremadura al 2200,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4348476,-64.1628108",22-08-2025,Inmobiliaria Moyano Bruno Roca,240,220,4,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-oportunidad-ideal-para-restaurar-56920387.html,550000,-31.3590198,-64.3053623,Country Lomas de la Carolina,Lomas de la Carolina,Córdoba,Casa,"https://maps.google.com/?q=-31.3590198,-64.3053623",29-08-2025,CGS real estate,1696,597,1,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-en-venta-docta-3-dorm!-56923050.html,170000,-31.4606251,-64.3058859,Docta Boulevard,Docta Boulevard,Córdoba,Casa,"https://maps.google.com/?q=-31.4606251,-64.30588589999999",31-08-2025,ACACIA BIENES RAICES,180,130,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-3-dorm.-parque-republica-56916426.html,49900,-31.4154239,-64.2608484,Manuel Namuncura  al 5750 Pque Republica Córdoba,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.4154239,-64.2608484",27-08-2025,Open Agencia Inmobiliaria,258,168,4,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-calle-vulcan-a-m-de-donatto-alvarez.-56919565.html,70000,-31.3218038,-64.2713954,"Vulcan  7743 , B . Cerro Norte . Casa +local . A MTS   Donato Alvarez",Cerro Norte,Córdoba,Casa,"https://maps.google.com/?q=-31.3218038,-64.2713954",19-08-2025,Consultia  - Inmobiliaria,395,241,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-en-venta-docta-2-dormis-pb-2-banos-estrenar-56922824.html,117000,-31.46255609,-64.30779563,Docta Urbanizacion Inteligente,Docta Boulevard,Córdoba,Casa,"https://maps.google.com/?q=-31.462556086,-64.3077956328",13-08-2025,VAN HOUSE SERVICIOS INMOBILIARIOS,180,70,1,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-duplex-en-complejo-cerrado-escucha-oferta-56917303.html,160000,-31.4572102,-64.2093694,Huilches 751,Portales del Sur,Córdoba,Casa,"https://maps.google.com/?q=-31.4572102,-64.2093694",13-08-2025,Inmobiliaria Sánchez Brandán,130,130,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-chalet-apto-credito-56922642.html,80000,-31.4250033,-64.515021,Haendel 100,El Fantasio,Córdoba,Casa,"https://maps.google.com/?q=-31.4250033,-64.515021",30-08-2025,CARLOS PALADINO  E HIJOS,764,116,2,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-docta!-nobu-town.-duplex.-categoria!-56919786.html,149000,-31.4693185,-64.2990303,nobu town,DOCTA,Córdoba,Casa,"https://maps.google.com/?q=-31.4693185,-64.2990303",13-08-2025,Sebastian Peralta,180,120,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-a-estrenar-en-barrio-cerrado-villa-catalina-56916920.html,163000,-31.204653,-64.2900693,Calle Pública 0,Villa Catalina,Córdoba,Casa,"https://maps.google.com/?q=-31.204653,-64.2900693",13-08-2025,Supra inmobiliaria & legal,600,125,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-altos-del-valle-carlos-paz-56923159.html,32000,-31.4223175,-64.53835297,Valle Escondido  100,Villa Carlos Paz,Córdoba,Casa,"https://maps.google.com/?q=-31.4223175,-64.53835297",13-08-2025,GRUPO BANKER INVERSIONES INMOBILIARIAS,52,52,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-tres-dorm.-gran-patio-credito-recibo-menor-56918720.html,320000,-31.38623216,-64.234095,Otero 1200,URCA,Córdoba,Casa,"https://maps.google.com/?q=-31.386232161684802,-64.234095",21-08-2025,FERNANDO PARISIA Inmobiliaria,780,360,3,4
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-3-dorm.-3-banos-560-m-sup2--villa-56922535.html,260000,-32.43525509,-63.23628969,Cerro Aconcagua e/ Cerro Tronador y Avenida Los Lirios,Nueva Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-32.4352550911,-63.2362896898",13-08-2025,Yacoub,560,260,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-2-dorm.-1-bano-450-m-sup2--carlos-56922425.html,85000,-31.46156155,-64.51484248,C.b. de Quiroz e/ Pueyrredón y De la Carcova,Villa Carlos Paz,Córdoba,Casa,"https://maps.google.com/?q=-31.4615615547,-64.5148424834",13-08-2025,Yacoub,450,94,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-3-dorm.-nuevo-urca-z-valle-escondido-56918882.html,190000,-31.3798221,-64.267474,Cabo Waudrik 6700,Nuevo URCA,Córdoba,Casa,"https://maps.google.com/?q=-31.3798221,-64.2674739999999",13-08-2025,FERNANDO PARISIA Inmobiliaria,210,166,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-duplex-en-venta-3-dorm.-en-la-catalina-56920697.html,140000,-31.3225019,-64.2867456,Agrim Enrique Bodereau 8500,Córdoba,Córdoba,Casa,"https://maps.google.com/?q=-31.3225019,-64.2867456",13-08-2025,RE/MAX ULTRA,140,140,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-3-dorm.-en-b-villa-argentina-56981409.html,120000,-31.4285721,-64.1326557,Junin 4095,Villa Argentina,Córdoba,Casa,"https://maps.google.com/?q=-31.4285721,-64.1326557",26-08-2025,FOCUS INVERSIONES INMOBILIARIAS 2,312,193,3,2
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-fincas-del-sur-2-56974882.html,560000,-31.48450279,-64.16105652,Fincas Del Sur 2 Lote / N° 0,Fincas del Sur II,Córdoba,Casa,"https://maps.google.com/?q=-31.48450279,-64.16105652",21-08-2025,Grimaut López Propiedades,350,350,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-duplex-3-dorm-docta-etapa-2-56978281.html,149500,-31.45864677,-64.30680847,Lote 15 - Mza 49 Lote / N° 0,DOCTA,Córdoba,Casa,"https://maps.google.com/?q=-31.45864677,-64.30680847",21-08-2025,GRUPO BANKER INVERSIONES INMOBILIARIAS,180,131,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-4-dorm-country-san-isidro-56978676.html,400000,-31.3022503,-64.2586482,Casa 4 Dorm - Country SAN Isidro - Zona Norte,San Isidro,Córdoba,Casa,"https://maps.google.com/?q=-31.3022503,-64.2586482",23-08-2025,BR HAUS,1152,400,4,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-en-b-poeta-lugones-3-dorm.-56983810.html,130000,-31.363901,-64.2107965,Manuel Galvez 4364,Poeta Lugones,Córdoba,Casa,"https://maps.google.com/?q=-31.363901,-64.2107965",26-08-2025,FOCUS INVERSIONES INMOBILIARIAS 2,111,111,3,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-barrio-yapeyu-casa-de-2-dorm.-56978713.html,30000,-31.3745082,-64.2254506,Francisco Burger 180,Yapeyú,Córdoba,Casa,"https://maps.google.com/?q=-31.3745082,-64.2254506",30-08-2025,Oliva Propiedades,60,60,2,1
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-valle-escondido-terrazas!-moderna-y-56975051.html,450000,-31.3785245,-64.2697461,Soldado Ramon Cabrera 10,Las Terrazas,Córdoba,Casa,"https://maps.google.com/?q=-31.3785245,-64.2697461",21-08-2025,Soteras Bodereau Inmobiliaria,800,350,3,3
Zonaprop,https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-b-el-bosque-usd-$560.000-56979334.html,560000,-31.3499882,-64.3098767,molino de torres 5301,El Bosque,Córdoba,Casa,"https://maps.google.com/?q=-31.3499882,-64.30987670000002",21-08-2025,Martinez Becerra Operaciones Inmobiliarias,1560,380,4,4
